"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Single year of age","C02710V03278","Ability to speak Irish","UNIT","VALUE"
"F8006C01","Population 3 years and over","2016","2016","089","89 years","13","Non-Irish speakers","Number","3982"
"F8006C01","Population 3 years and over","2016","2016","089","89 years","98","Not stated","Number","391"
"F8006C01","Population 3 years and over","2016","2016","090","90 years","07","Population","Number","5378"
"F8006C01","Population 3 years and over","2016","2016","090","90 years","12","All Irish speakers","Number","1682"
"F8006C01","Population 3 years and over","2016","2016","090","90 years","13","Non-Irish speakers","Number","3350"
"F8006C01","Population 3 years and over","2016","2016","090","90 years","98","Not stated","Number","346"
"F8006C01","Population 3 years and over","2016","2016","091","91 years","07","Population","Number","4378"
"F8006C01","Population 3 years and over","2016","2016","091","91 years","12","All Irish speakers","Number","1359"
"F8006C01","Population 3 years and over","2016","2016","091","91 years","13","Non-Irish speakers","Number","2764"
"F8006C01","Population 3 years and over","2016","2016","091","91 years","98","Not stated","Number","255"
"F8006C01","Population 3 years and over","2016","2016","092","92 years","07","Population","Number","3418"
"F8006C01","Population 3 years and over","2016","2016","092","92 years","12","All Irish speakers","Number","1055"
"F8006C01","Population 3 years and over","2016","2016","092","92 years","13","Non-Irish speakers","Number","2142"
"F8006C01","Population 3 years and over","2016","2016","092","92 years","98","Not stated","Number","221"
"F8006C01","Population 3 years and over","2016","2016","093","93 years","07","Population","Number","2733"
"F8006C01","Population 3 years and over","2016","2016","093","93 years","12","All Irish speakers","Number","826"
"F8006C01","Population 3 years and over","2016","2016","093","93 years","13","Non-Irish speakers","Number","1705"
"F8006C01","Population 3 years and over","2016","2016","093","93 years","98","Not stated","Number","202"
"F8006C01","Population 3 years and over","2016","2016","094","94 years","07","Population","Number","2067"
"F8006C01","Population 3 years and over","2016","2016","094","94 years","12","All Irish speakers","Number","653"
"F8006C01","Population 3 years and over","2016","2016","094","94 years","13","Non-Irish speakers","Number","1235"
"F8006C01","Population 3 years and over","2016","2016","094","94 years","98","Not stated","Number","179"
"F8006C01","Population 3 years and over","2016","2016","095","95 years","07","Population","Number","1551"
"F8006C01","Population 3 years and over","2016","2016","095","95 years","12","All Irish speakers","Number","427"
"F8006C01","Population 3 years and over","2016","2016","095","95 years","13","Non-Irish speakers","Number","1000"
"F8006C01","Population 3 years and over","2016","2016","095","95 years","98","Not stated","Number","124"
"F8006C01","Population 3 years and over","2016","2016","096","96 years","07","Population","Number","1210"
"F8006C01","Population 3 years and over","2016","2016","096","96 years","12","All Irish speakers","Number","347"
"F8006C01","Population 3 years and over","2016","2016","096","96 years","13","Non-Irish speakers","Number","765"
"F8006C01","Population 3 years and over","2016","2016","096","96 years","98","Not stated","Number","98"
"F8006C01","Population 3 years and over","2016","2016","097","97 years","07","Population","Number","734"
"F8006C01","Population 3 years and over","2016","2016","097","97 years","12","All Irish speakers","Number","209"
"F8006C01","Population 3 years and over","2016","2016","097","97 years","13","Non-Irish speakers","Number","461"
"F8006C01","Population 3 years and over","2016","2016","097","97 years","98","Not stated","Number","64"
"F8006C01","Population 3 years and over","2016","2016","098","98 years","07","Population","Number","450"
"F8006C01","Population 3 years and over","2016","2016","098","98 years","12","All Irish speakers","Number","131"
"F8006C01","Population 3 years and over","2016","2016","098","98 years","13","Non-Irish speakers","Number","270"
"F8006C01","Population 3 years and over","2016","2016","098","98 years","98","Not stated","Number","49"
"F8006C01","Population 3 years and over","2016","2016","099","99 years","07","Population","Number","318"
"F8006C01","Population 3 years and over","2016","2016","099","99 years","12","All Irish speakers","Number","94"
"F8006C01","Population 3 years and over","2016","2016","099","99 years","13","Non-Irish speakers","Number","188"
"F8006C01","Population 3 years and over","2016","2016","099","99 years","98","Not stated","Number","36"
"F8006C01","Population 3 years and over","2016","2016","650","100 years and over","07","Population","Number","456"
"F8006C01","Population 3 years and over","2016","2016","650","100 years and over","12","All Irish speakers","Number","129"
"F8006C01","Population 3 years and over","2016","2016","650","100 years and over","13","Non-Irish speakers","Number","295"
"F8006C01","Population 3 years and over","2016","2016","650","100 years and over","98","Not stated","Number","32"
"F8006C01","Population 3 years and over","2022","2022","-","All ages","07","Population","Number","4975713"
"F8006C01","Population 3 years and over","2022","2022","-","All ages","12","All Irish speakers","Number","1873997"
"F8006C01","Population 3 years and over","2022","2022","-","All ages","13","Non-Irish speakers","Number","2759028"
"F8006C01","Population 3 years and over","2022","2022","-","All ages","98","Not stated","Number","342688"
"F8006C01","Population 3 years and over","2022","2022","003","3 years","07","Population","Number","60484"
"F8006C01","Population 3 years and over","2022","2022","003","3 years","12","All Irish speakers","Number","4031"
"F8006C01","Population 3 years and over","2022","2022","003","3 years","13","Non-Irish speakers","Number","50344"
"F8006C01","Population 3 years and over","2022","2022","003","3 years","98","Not stated","Number","6109"
"F8006C01","Population 3 years and over","2022","2022","004","4 years","07","Population","Number","61505"
"F8006C01","Population 3 years and over","2022","2022","004","4 years","12","All Irish speakers","Number","7057"
"F8006C01","Population 3 years and over","2022","2022","004","4 years","13","Non-Irish speakers","Number","49498"
"F8006C01","Population 3 years and over","2022","2022","004","4 years","98","Not stated","Number","4950"
"F8006C01","Population 3 years and over","2022","2022","005","5 years","07","Population","Number","64026"
"F8006C01","Population 3 years and over","2022","2022","005","5 years","12","All Irish speakers","Number","26571"
"F8006C01","Population 3 years and over","2022","2022","005","5 years","13","Non-Irish speakers","Number","33072"
"F8006C01","Population 3 years and over","2022","2022","005","5 years","98","Not stated","Number","4383"
"F8006C01","Population 3 years and over","2022","2022","006","6 years","07","Population","Number","66714"
"F8006C01","Population 3 years and over","2022","2022","006","6 years","12","All Irish speakers","Number","35781"
"F8006C01","Population 3 years and over","2022","2022","006","6 years","13","Non-Irish speakers","Number","26538"
"F8006C01","Population 3 years and over","2022","2022","006","6 years","98","Not stated","Number","4395"
"F8006C01","Population 3 years and over","2022","2022","007","7 years","07","Population","Number","69001"
"F8006C01","Population 3 years and over","2022","2022","007","7 years","12","All Irish speakers","Number","41358"
"F8006C01","Population 3 years and over","2022","2022","007","7 years","13","Non-Irish speakers","Number","22793"
"F8006C01","Population 3 years and over","2022","2022","007","7 years","98","Not stated","Number","4850"
"F8006C01","Population 3 years and over","2022","2022","008","8 years","07","Population","Number","70733"
"F8006C01","Population 3 years and over","2022","2022","008","8 years","12","All Irish speakers","Number","45164"
"F8006C01","Population 3 years and over","2022","2022","008","8 years","13","Non-Irish speakers","Number","20241"
"F8006C01","Population 3 years and over","2022","2022","008","8 years","98","Not stated","Number","5328"
"F8006C01","Population 3 years and over","2022","2022","009","9 years","07","Population","Number","72196"
"F8006C01","Population 3 years and over","2022","2022","009","9 years","12","All Irish speakers","Number","47926"
"F8006C01","Population 3 years and over","2022","2022","009","9 years","13","Non-Irish speakers","Number","19371"
"F8006C01","Population 3 years and over","2022","2022","009","9 years","98","Not stated","Number","4899"
"F8006C01","Population 3 years and over","2022","2022","010","10 years","07","Population","Number","74101"
"F8006C01","Population 3 years and over","2022","2022","010","10 years","12","All Irish speakers","Number","50332"
"F8006C01","Population 3 years and over","2022","2022","010","10 years","13","Non-Irish speakers","Number","18960"
"F8006C01","Population 3 years and over","2022","2022","010","10 years","98","Not stated","Number","4809"
"F8006C01","Population 3 years and over","2022","2022","011","11 years","07","Population","Number","75159"
"F8006C01","Population 3 years and over","2022","2022","011","11 years","12","All Irish speakers","Number","51372"
"F8006C01","Population 3 years and over","2022","2022","011","11 years","13","Non-Irish speakers","Number","19130"
"F8006C01","Population 3 years and over","2022","2022","011","11 years","98","Not stated","Number","4657"
"F8006C01","Population 3 years and over","2022","2022","012","12 years","07","Population","Number","76254"
"F8006C01","Population 3 years and over","2022","2022","012","12 years","12","All Irish speakers","Number","51615"
